,Two_yr_Recidivism,Number_of_Priors,score_factor,Female,Misdemeanor,Age,Race
3555,0,1,1,0,0,Age_Below_TwentyFive,African_American
3556,1,0,0,1,0,Age_Below_TwentyFive,Hispanic
3557,1,8,1,0,0,Age_Above_FourtyFive,African_American
3558,1,6,1,0,1,Age_Below_TwentyFive,African_American
3559,1,10,1,0,0,Age_Below_TwentyFive,African_American
3560,1,12,1,0,0,Age_Below_TwentyFive,African_American
3561,1,4,1,0,0,Age_Below_TwentyFive,African_American
3562,1,7,1,0,1,Age_Below_TwentyFive,African_American
3563,1,1,1,0,1,Age_Below_TwentyFive,African_American
3564,0,2,0,0,0,Age_Above_FourtyFive,African_American
3565,1,2,1,0,0,Age_Below_TwentyFive,
3566,0,1,1,0,0,Age_Below_TwentyFive,
3567,0,3,1,0,0,Age_Below_TwentyFive,African_American
3568,1,13,1,0,0,Age_Below_TwentyFive,African_American
3569,0,2,0,0,0,Age_Below_TwentyFive,African_American
3570,1,0,0,0,1,Age_Above_FourtyFive,
3571,1,6,1,0,0,Age_Below_TwentyFive,African_American
3572,1,2,0,0,0,Age_Below_TwentyFive,Hispanic
3573,0,0,0,1,1,Age_Below_TwentyFive,Hispanic
3574,1,6,1,1,0,Age_Below_TwentyFive,
3575,1,2,1,0,1,Age_Below_TwentyFive,African_American
3576,1,12,0,0,0,Age_Above_FourtyFive,African_American
3577,1,1,1,0,1,Age_Below_TwentyFive,African_American
3578,0,1,0,0,0,Age_Above_FourtyFive,African_American
3579,0,6,0,0,0,Age_Above_FourtyFive,
3580,0,0,0,1,1,Age_Below_TwentyFive,
3581,0,5,0,0,0,Age_Below_TwentyFive,
3582,1,0,0,0,0,Age_Below_TwentyFive,African_American
3583,0,1,0,0,0,Age_Above_FourtyFive,
3584,0,2,0,1,1,Age_Below_TwentyFive,African_American
3585,1,0,0,0,0,Age_Below_TwentyFive,African_American
3586,0,4,1,0,0,Age_Below_TwentyFive,Other
3587,0,9,0,0,0,Age_Above_FourtyFive,African_American
3588,1,9,1,0,1,Age_Below_TwentyFive,African_American
3589,0,2,1,1,0,Age_Below_TwentyFive,African_American
3590,0,1,0,0,1,Age_Above_FourtyFive,Hispanic
3591,0,2,0,1,0,Age_Below_TwentyFive,African_American
3592,1,5,1,0,1,Age_Below_TwentyFive,Other
3593,1,22,1,1,1,Age_Below_TwentyFive,
3594,0,0,0,0,1,Age_Above_FourtyFive,African_American
3595,1,2,0,1,0,Age_Below_TwentyFive,Other
3596,0,3,1,1,0,Age_Below_TwentyFive,
3597,1,1,1,1,0,Age_Below_TwentyFive,
3598,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
3599,1,5,1,0,0,Age_Below_TwentyFive,African_American
3600,0,4,1,0,0,Age_Below_TwentyFive,African_American
3601,1,1,1,0,1,Age_Below_TwentyFive,African_American
3602,0,5,1,0,0,Age_Below_TwentyFive,
3603,1,0,0,0,1,Age_Below_TwentyFive,
3604,0,0,0,0,0,Age_Below_TwentyFive,African_American
3605,1,4,1,0,1,Age_Below_TwentyFive,
3606,1,11,1,0,1,Age_Above_FourtyFive,African_American
3607,0,1,1,0,0,Age_Below_TwentyFive,African_American
3608,1,12,0,0,0,Age_Below_TwentyFive,African_American
3609,1,13,1,0,0,Age_Below_TwentyFive,African_American
3610,0,0,0,1,1,Age_Below_TwentyFive,Hispanic
3611,1,15,1,0,1,Age_Above_FourtyFive,African_American
3612,1,3,1,0,0,Age_Below_TwentyFive,African_American
3613,0,15,1,0,0,Age_Below_TwentyFive,African_American
3614,0,0,0,0,1,Age_Above_FourtyFive,
3615,0,12,1,0,0,Age_Below_TwentyFive,African_American
3616,0,1,0,1,0,Age_Above_FourtyFive,African_American
3617,1,0,0,0,0,Age_Below_TwentyFive,Other
3618,1,0,1,1,0,Age_Below_TwentyFive,African_American
3619,1,28,1,0,0,Age_Above_FourtyFive,
3620,1,7,1,0,0,Age_Below_TwentyFive,African_American
3621,1,4,1,0,0,Age_Above_FourtyFive,
3622,1,4,0,1,0,Age_Below_TwentyFive,Hispanic
3623,1,16,1,0,0,Age_Below_TwentyFive,African_American
3624,0,0,0,1,1,Age_Below_TwentyFive,African_American
3625,1,5,0,0,0,Age_Below_TwentyFive,African_American
3626,0,13,0,0,0,Age_Above_FourtyFive,
3627,0,0,0,1,0,Age_Above_FourtyFive,
3628,0,0,0,0,0,Age_Above_FourtyFive,African_American
3629,0,0,0,1,1,Age_Below_TwentyFive,African_American
3630,0,0,0,1,1,Age_Above_FourtyFive,
3631,1,1,0,0,0,Age_Below_TwentyFive,African_American
3632,1,0,1,0,0,Age_Below_TwentyFive,African_American
3633,1,0,0,1,1,Age_Below_TwentyFive,
3634,0,1,0,0,1,Age_Below_TwentyFive,
3635,0,0,0,0,0,Age_Below_TwentyFive,Asian
3636,0,0,0,0,0,Age_Below_TwentyFive,
3637,1,7,1,0,1,Age_Below_TwentyFive,African_American
3638,0,0,0,1,0,Age_Below_TwentyFive,
3639,0,0,0,1,0,Age_Above_FourtyFive,African_American
3640,1,8,1,0,1,Age_Below_TwentyFive,African_American
3641,1,1,0,0,0,Age_Below_TwentyFive,Hispanic
3642,0,5,0,0,0,Age_Below_TwentyFive,
3643,0,5,0,1,0,Age_Below_TwentyFive,African_American
3644,1,1,1,0,1,Age_Below_TwentyFive,African_American
3645,0,1,0,0,0,Age_Below_TwentyFive,
3646,0,2,0,0,0,Age_Below_TwentyFive,
3647,0,1,1,1,0,Age_Below_TwentyFive,African_American
3648,1,11,1,1,0,Age_Below_TwentyFive,
3649,1,3,0,0,0,Age_Below_TwentyFive,African_American
3650,0,0,0,0,0,Age_Below_TwentyFive,
3651,1,1,0,0,0,Age_Above_FourtyFive,
3652,0,0,0,1,1,Age_Below_TwentyFive,Hispanic
3653,0,0,0,1,1,Age_Below_TwentyFive,African_American
3654,1,6,1,0,0,Age_Below_TwentyFive,African_American
3655,1,0,0,0,0,Age_Below_TwentyFive,Other
3656,1,1,1,0,1,Age_Below_TwentyFive,African_American
3657,0,2,0,1,1,Age_Below_TwentyFive,Hispanic
3658,0,5,1,1,0,Age_Below_TwentyFive,African_American
3659,1,1,0,0,0,Age_Below_TwentyFive,
3660,0,3,0,0,1,Age_Above_FourtyFive,
3661,1,4,0,0,0,Age_Below_TwentyFive,
3662,0,2,0,0,0,Age_Below_TwentyFive,Other
3663,0,2,1,0,0,Age_Below_TwentyFive,Hispanic
3664,1,2,1,0,0,Age_Below_TwentyFive,Hispanic
3665,1,1,1,0,0,Age_Below_TwentyFive,African_American
3666,1,0,0,0,1,Age_Above_FourtyFive,African_American
3667,1,12,1,0,0,Age_Above_FourtyFive,African_American
3668,0,1,0,0,1,Age_Below_TwentyFive,
3669,1,8,0,1,1,Age_Above_FourtyFive,
3670,0,0,0,1,0,Age_Below_TwentyFive,African_American
3671,1,1,0,0,0,Age_Above_FourtyFive,
3672,0,6,0,1,0,Age_Above_FourtyFive,African_American
3673,1,4,1,0,1,Age_Below_TwentyFive,
3674,0,0,0,0,0,Age_Below_TwentyFive,
3675,1,9,1,0,0,Age_Below_TwentyFive,African_American
3676,0,2,0,0,0,Age_Above_FourtyFive,
3677,1,12,1,0,0,Age_Above_FourtyFive,African_American
3678,0,1,0,0,0,Age_Below_TwentyFive,
3679,1,0,0,0,0,Age_Below_TwentyFive,Other
3680,1,2,0,1,0,Age_Below_TwentyFive,African_American
3681,0,1,0,0,0,Age_Below_TwentyFive,
3682,0,0,0,0,1,Age_Above_FourtyFive,
3683,0,0,1,0,0,Age_Below_TwentyFive,African_American
3684,0,1,0,0,0,Age_Below_TwentyFive,
3685,1,3,1,0,0,Age_Below_TwentyFive,African_American
3686,1,6,1,1,0,Age_Above_FourtyFive,
3687,1,1,1,0,0,Age_Below_TwentyFive,African_American
3688,0,0,0,0,0,Age_Below_TwentyFive,African_American
3689,1,1,1,1,0,Age_Below_TwentyFive,African_American
3690,0,0,0,1,0,Age_Above_FourtyFive,African_American
3691,0,0,0,1,1,Age_Above_FourtyFive,
3692,0,0,0,0,1,Age_Above_FourtyFive,African_American
3693,0,0,1,0,1,Age_Below_TwentyFive,African_American
3694,0,0,0,0,0,Age_Below_TwentyFive,African_American
3695,1,0,0,0,0,Age_Above_FourtyFive,African_American
3696,1,10,1,0,0,Age_Below_TwentyFive,African_American
3697,1,1,0,0,0,Age_Below_TwentyFive,Hispanic
3698,0,1,0,0,0,Age_Above_FourtyFive,African_American
3699,1,2,0,0,0,Age_Below_TwentyFive,African_American
3700,0,0,1,1,0,Age_Below_TwentyFive,African_American
3701,0,0,1,0,0,Age_Below_TwentyFive,African_American
3702,1,5,1,0,0,Age_Below_TwentyFive,
3703,0,0,0,0,0,Age_Above_FourtyFive,African_American
3704,0,2,0,0,0,Age_Below_TwentyFive,African_American
3705,0,1,0,0,1,Age_Below_TwentyFive,
3706,0,0,0,1,0,Age_Above_FourtyFive,Other
3707,1,1,0,0,1,Age_Below_TwentyFive,
3708,1,0,0,0,0,Age_Below_TwentyFive,Hispanic
3709,1,2,0,0,0,Age_Above_FourtyFive,Hispanic
3710,0,0,0,0,0,Age_Below_TwentyFive,African_American
3711,1,1,1,1,1,Age_Below_TwentyFive,
3712,1,0,1,0,0,Age_Below_TwentyFive,African_American
3713,1,21,1,0,1,Age_Below_TwentyFive,African_American
3714,0,0,0,0,1,Age_Below_TwentyFive,
3715,0,0,0,1,1,Age_Below_TwentyFive,
3716,1,1,0,0,0,Age_Below_TwentyFive,African_American
3717,0,3,0,0,0,Age_Above_FourtyFive,African_American
3718,1,2,1,0,0,Age_Below_TwentyFive,African_American
3719,0,2,0,0,0,Age_Below_TwentyFive,
3720,0,3,0,1,0,Age_Below_TwentyFive,African_American
3721,1,0,1,0,1,Age_Below_TwentyFive,African_American
3722,1,3,1,0,1,Age_Below_TwentyFive,
3723,1,0,1,0,1,Age_Below_TwentyFive,African_American
3724,0,3,0,1,1,Age_Below_TwentyFive,African_American
3725,0,4,1,1,0,Age_Below_TwentyFive,
3726,1,1,1,0,0,Age_Below_TwentyFive,African_American
3727,0,1,0,1,0,Age_Below_TwentyFive,African_American
3728,1,15,1,1,0,Age_Below_TwentyFive,African_American
3729,1,0,0,0,0,Age_Below_TwentyFive,African_American
3730,0,0,1,0,0,Age_Below_TwentyFive,African_American
3731,1,2,0,0,0,Age_Below_TwentyFive,
3732,0,0,0,0,0,Age_Below_TwentyFive,
3733,0,0,0,0,0,Age_Below_TwentyFive,African_American
3734,0,1,0,0,0,Age_Below_TwentyFive,African_American
3735,0,3,1,1,0,Age_Below_TwentyFive,African_American
3736,0,1,0,1,0,Age_Below_TwentyFive,African_American
3737,1,0,0,0,1,Age_Below_TwentyFive,African_American
3738,1,2,1,0,1,Age_Below_TwentyFive,
3739,1,0,1,1,0,Age_Below_TwentyFive,
3740,1,1,1,0,0,Age_Below_TwentyFive,African_American
3741,1,4,1,1,1,Age_Below_TwentyFive,Other
3742,1,3,1,0,1,Age_Below_TwentyFive,African_American
3743,1,3,1,1,1,Age_Below_TwentyFive,African_American
3744,0,0,1,0,1,Age_Below_TwentyFive,African_American
3745,1,1,0,0,0,Age_Below_TwentyFive,
3746,1,10,1,0,0,Age_Below_TwentyFive,
3747,0,0,0,0,0,Age_Below_TwentyFive,
3748,0,1,0,0,1,Age_Above_FourtyFive,
3749,1,7,1,0,0,Age_Below_TwentyFive,African_American
3750,0,0,0,0,0,Age_Below_TwentyFive,
3751,0,0,0,0,1,Age_Below_TwentyFive,
3752,0,5,0,0,0,Age_Below_TwentyFive,African_American
3753,0,0,1,0,0,Age_Below_TwentyFive,African_American
3754,0,0,1,0,1,Age_Below_TwentyFive,
3755,1,12,1,0,0,Age_Below_TwentyFive,African_American
3756,0,4,1,1,1,Age_Below_TwentyFive,
3757,0,0,0,1,1,Age_Below_TwentyFive,African_American
3758,0,4,0,0,0,Age_Below_TwentyFive,African_American
3759,0,1,1,0,0,Age_Below_TwentyFive,
3760,0,0,1,1,1,Age_Below_TwentyFive,
3761,1,18,1,0,0,Age_Below_TwentyFive,African_American
3762,0,2,0,0,0,Age_Below_TwentyFive,African_American
3763,0,0,0,0,0,Age_Below_TwentyFive,Other
3764,0,0,1,1,1,Age_Below_TwentyFive,African_American
3765,0,1,1,1,0,Age_Below_TwentyFive,
3766,1,2,1,0,0,Age_Below_TwentyFive,African_American
3767,0,0,0,1,1,Age_Below_TwentyFive,African_American
3768,0,3,1,0,1,Age_Below_TwentyFive,
3769,0,0,0,1,0,Age_Below_TwentyFive,Hispanic
3770,0,0,1,1,1,Age_Below_TwentyFive,African_American
3771,0,0,0,1,1,Age_Below_TwentyFive,
3772,1,1,1,0,0,Age_Below_TwentyFive,
3773,0,0,0,0,0,Age_Below_TwentyFive,African_American
3774,0,0,0,1,1,Age_Above_FourtyFive,Hispanic
3775,1,2,0,0,1,Age_Below_TwentyFive,African_American
3776,1,0,1,0,0,Age_Above_FourtyFive,African_American
3777,1,1,1,1,0,Age_Below_TwentyFive,African_American
3778,0,1,0,0,1,Age_Below_TwentyFive,African_American
3779,1,3,1,0,1,Age_Below_TwentyFive,African_American
3780,1,5,1,0,0,Age_Below_TwentyFive,African_American
3781,0,0,0,0,1,Age_Below_TwentyFive,Other
3782,0,0,1,1,1,Age_Below_TwentyFive,
3783,1,2,0,0,0,Age_Below_TwentyFive,
3784,0,0,0,1,1,Age_Below_TwentyFive,Hispanic
3785,1,0,0,1,1,Age_Below_TwentyFive,African_American
3786,1,0,0,0,0,Age_Below_TwentyFive,
3787,1,0,0,1,1,Age_Below_TwentyFive,
3788,1,12,1,0,0,Age_Below_TwentyFive,African_American
3789,0,2,1,0,0,Age_Below_TwentyFive,African_American
3790,0,0,0,1,1,Age_Below_TwentyFive,
3791,1,8,1,0,0,Age_Below_TwentyFive,African_American
3792,0,0,0,1,0,Age_Below_TwentyFive,
3793,0,4,1,0,0,Age_Above_FourtyFive,African_American
3794,0,0,0,1,1,Age_Below_TwentyFive,
3795,0,2,0,0,1,Age_Below_TwentyFive,Hispanic
3796,1,9,1,0,0,Age_Below_TwentyFive,African_American
3797,0,0,0,0,0,Age_Above_FourtyFive,
3798,0,1,1,0,1,Age_Below_TwentyFive,African_American
3799,0,1,0,1,0,Age_Below_TwentyFive,African_American
3800,0,1,0,0,1,Age_Above_FourtyFive,
3801,0,2,1,0,0,Age_Below_TwentyFive,Hispanic
3802,1,21,1,1,1,Age_Above_FourtyFive,African_American
3803,0,0,0,0,1,Age_Below_TwentyFive,Other
3804,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
3805,0,12,0,0,0,Age_Above_FourtyFive,African_American
3806,0,3,0,0,0,Age_Above_FourtyFive,African_American
3807,0,2,0,1,1,Age_Below_TwentyFive,
3808,1,13,0,0,0,Age_Below_TwentyFive,
3809,1,0,0,0,0,Age_Below_TwentyFive,African_American
3810,0,3,1,0,0,Age_Below_TwentyFive,
3811,0,0,0,0,0,Age_Below_TwentyFive,African_American
3812,0,1,1,0,0,Age_Below_TwentyFive,
3813,0,1,0,1,1,Age_Below_TwentyFive,
3814,1,5,0,0,0,Age_Above_FourtyFive,African_American
3815,1,2,0,0,0,Age_Below_TwentyFive,
3816,1,0,0,0,0,Age_Below_TwentyFive,African_American
3817,0,0,0,0,0,Age_Below_TwentyFive,Other
3818,0,0,1,0,0,Age_Below_TwentyFive,African_American
3819,1,1,1,0,0,Age_Below_TwentyFive,African_American
3820,1,3,1,0,0,Age_Below_TwentyFive,African_American
3821,0,1,0,0,0,Age_Below_TwentyFive,
3822,0,0,0,0,1,Age_Above_FourtyFive,Other
3823,0,2,1,0,0,Age_Below_TwentyFive,African_American
3824,0,0,0,1,1,Age_Below_TwentyFive,African_American
3825,1,0,0,1,1,Age_Above_FourtyFive,
3826,1,2,0,0,1,Age_Below_TwentyFive,Hispanic
3827,0,1,0,0,0,Age_Below_TwentyFive,African_American
3828,0,13,0,0,0,Age_Above_FourtyFive,Hispanic
3829,1,22,1,0,0,Age_Above_FourtyFive,African_American
3830,1,0,0,0,0,Age_Below_TwentyFive,African_American
3831,0,2,0,0,0,Age_Below_TwentyFive,
3832,1,3,1,1,0,Age_Below_TwentyFive,
3833,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
3834,1,0,0,0,0,Age_Below_TwentyFive,
3835,1,2,1,1,0,Age_Below_TwentyFive,
3836,1,8,0,0,0,Age_Below_TwentyFive,African_American
3837,1,0,1,0,1,Age_Below_TwentyFive,African_American
3838,0,4,1,1,0,Age_Below_TwentyFive,African_American
3839,1,0,1,0,0,Age_Below_TwentyFive,
3840,1,7,1,0,0,Age_Below_TwentyFive,
3841,1,0,0,0,0,Age_Below_TwentyFive,Other
3842,1,1,0,0,0,Age_Below_TwentyFive,
3843,0,0,0,1,1,Age_Below_TwentyFive,African_American
3844,0,3,0,0,1,Age_Above_FourtyFive,
3845,1,0,0,0,0,Age_Below_TwentyFive,
3846,0,5,0,0,0,Age_Below_TwentyFive,African_American
3847,0,0,0,0,0,Age_Below_TwentyFive,African_American
3848,1,6,1,0,1,Age_Below_TwentyFive,African_American
3849,0,1,1,1,1,Age_Below_TwentyFive,African_American
3850,0,11,1,0,0,Age_Below_TwentyFive,
3851,0,0,1,0,0,Age_Below_TwentyFive,
3852,0,2,0,1,0,Age_Below_TwentyFive,African_American
3853,1,1,1,0,0,Age_Above_FourtyFive,
3854,0,2,0,0,0,Age_Below_TwentyFive,Hispanic
3855,1,17,1,0,0,Age_Below_TwentyFive,African_American
3856,0,1,0,1,1,Age_Above_FourtyFive,
3857,0,0,1,0,0,Age_Below_TwentyFive,
3858,1,0,0,1,1,Age_Below_TwentyFive,Other
3859,1,17,1,0,0,Age_Above_FourtyFive,African_American
3860,0,0,1,1,1,Age_Below_TwentyFive,African_American
3861,1,3,0,0,1,Age_Below_TwentyFive,
3862,1,1,0,0,0,Age_Below_TwentyFive,African_American
3863,0,0,1,0,0,Age_Below_TwentyFive,African_American
3864,0,2,1,0,1,Age_Below_TwentyFive,African_American
3865,1,0,1,0,0,Age_Below_TwentyFive,Hispanic
3866,0,0,0,0,1,Age_Below_TwentyFive,
3867,1,1,0,0,0,Age_Below_TwentyFive,African_American
3868,0,0,1,1,0,Age_Below_TwentyFive,African_American
3869,0,1,0,1,0,Age_Below_TwentyFive,African_American
3870,0,0,0,1,1,Age_Below_TwentyFive,Hispanic
3871,1,21,1,0,0,Age_Below_TwentyFive,African_American
3872,1,18,1,0,0,Age_Below_TwentyFive,African_American
3873,1,0,0,0,1,Age_Below_TwentyFive,Hispanic
3874,1,9,1,0,0,Age_Below_TwentyFive,African_American
3875,0,1,1,0,0,Age_Below_TwentyFive,African_American
3876,1,0,0,1,0,Age_Below_TwentyFive,African_American
3877,0,10,1,0,1,Age_Below_TwentyFive,African_American
3878,0,1,0,0,0,Age_Below_TwentyFive,African_American
3879,0,0,0,0,0,Age_Below_TwentyFive,African_American
3880,1,2,1,0,0,Age_Below_TwentyFive,African_American
3881,1,1,0,0,0,Age_Below_TwentyFive,
3882,1,1,1,0,1,Age_Below_TwentyFive,African_American
3883,0,0,0,0,0,Age_Below_TwentyFive,
3884,0,0,0,0,1,Age_Below_TwentyFive,African_American
3885,1,3,1,0,0,Age_Below_TwentyFive,
3886,0,0,0,1,0,Age_Below_TwentyFive,African_American
3887,1,1,1,0,0,Age_Below_TwentyFive,African_American
3888,0,0,0,1,0,Age_Below_TwentyFive,
3889,0,2,0,0,0,Age_Above_FourtyFive,
3890,1,1,0,1,0,Age_Above_FourtyFive,African_American
3891,1,4,0,1,0,Age_Below_TwentyFive,African_American
3892,0,0,0,1,1,Age_Below_TwentyFive,
3893,1,2,1,0,0,Age_Below_TwentyFive,African_American
3894,1,4,1,1,0,Age_Below_TwentyFive,African_American
3895,0,0,1,0,0,Age_Below_TwentyFive,African_American
3896,1,1,0,0,1,Age_Below_TwentyFive,
3897,0,3,1,0,0,Age_Above_FourtyFive,
3898,0,0,1,0,0,Age_Below_TwentyFive,African_American
3899,1,2,1,0,0,Age_Below_TwentyFive,African_American
3900,1,3,1,0,0,Age_Below_TwentyFive,African_American
3901,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
3902,0,0,0,1,0,Age_Below_TwentyFive,African_American
3903,1,0,1,0,1,Age_Below_TwentyFive,African_American
3904,0,2,0,1,0,Age_Above_FourtyFive,
3905,0,2,0,1,0,Age_Below_TwentyFive,Other
3906,0,0,0,0,1,Age_Below_TwentyFive,
3907,1,10,1,0,0,Age_Below_TwentyFive,African_American
3908,1,5,1,0,0,Age_Below_TwentyFive,African_American
3909,1,4,1,0,0,Age_Below_TwentyFive,African_American
3910,0,0,0,0,1,Age_Below_TwentyFive,
3911,1,6,0,1,0,Age_Above_FourtyFive,Asian
3912,0,1,0,0,1,Age_Below_TwentyFive,
3913,1,13,1,1,0,Age_Below_TwentyFive,African_American
3914,1,0,0,0,0,Age_Below_TwentyFive,
3915,1,1,0,0,0,Age_Above_FourtyFive,Hispanic
3916,0,4,0,0,1,Age_Above_FourtyFive,African_American
3917,0,1,1,0,1,Age_Below_TwentyFive,Hispanic
3918,1,2,0,0,0,Age_Below_TwentyFive,African_American
3919,1,0,1,1,1,Age_Below_TwentyFive,African_American
3920,1,2,0,0,1,Age_Below_TwentyFive,African_American
3921,0,0,0,0,0,Age_Below_TwentyFive,African_American
3922,1,20,0,0,1,Age_Above_FourtyFive,African_American
3923,0,2,1,0,0,Age_Below_TwentyFive,
3924,1,2,1,1,0,Age_Below_TwentyFive,
3925,0,6,0,1,0,Age_Below_TwentyFive,African_American
3926,1,12,1,0,1,Age_Above_FourtyFive,African_American
3927,1,4,0,0,0,Age_Above_FourtyFive,African_American
3928,0,8,1,0,1,Age_Above_FourtyFive,African_American
3929,0,0,0,0,0,Age_Below_TwentyFive,African_American
3930,0,0,0,0,0,Age_Below_TwentyFive,
3931,1,0,0,0,0,Age_Below_TwentyFive,
3932,1,0,0,0,1,Age_Below_TwentyFive,African_American
3933,0,2,1,0,0,Age_Below_TwentyFive,
3934,0,2,1,0,0,Age_Below_TwentyFive,
3935,1,0,0,1,1,Age_Below_TwentyFive,African_American
3936,0,7,0,0,0,Age_Below_TwentyFive,African_American
3937,1,0,0,0,1,Age_Above_FourtyFive,African_American
3938,1,5,0,0,0,Age_Below_TwentyFive,
3939,1,16,1,0,1,Age_Below_TwentyFive,African_American
3940,0,1,0,0,0,Age_Below_TwentyFive,Other
3941,0,1,0,1,1,Age_Above_FourtyFive,
3942,0,2,1,0,0,Age_Below_TwentyFive,African_American
3943,1,2,0,0,0,Age_Below_TwentyFive,
3944,1,0,0,0,1,Age_Below_TwentyFive,Hispanic
3945,1,6,1,0,0,Age_Below_TwentyFive,African_American
3946,1,3,0,1,0,Age_Below_TwentyFive,
3947,0,0,1,0,0,Age_Below_TwentyFive,
3948,1,0,1,0,0,Age_Below_TwentyFive,African_American
3949,0,0,0,0,0,Age_Below_TwentyFive,African_American
3950,0,1,1,0,0,Age_Below_TwentyFive,African_American
3951,0,2,1,0,1,Age_Below_TwentyFive,Native_American
3952,1,0,0,0,1,Age_Below_TwentyFive,African_American
3953,0,1,0,0,0,Age_Above_FourtyFive,African_American
3954,0,0,0,0,0,Age_Below_TwentyFive,African_American
3955,0,0,0,0,1,Age_Above_FourtyFive,
3956,0,9,1,1,0,Age_Below_TwentyFive,African_American
3957,1,0,1,0,1,Age_Below_TwentyFive,
3958,1,6,0,0,1,Age_Below_TwentyFive,African_American
3959,1,2,1,0,0,Age_Below_TwentyFive,
3960,1,4,1,1,1,Age_Below_TwentyFive,
3961,1,0,0,1,1,Age_Below_TwentyFive,
3962,1,8,1,0,0,Age_Below_TwentyFive,African_American
3963,0,3,1,0,0,Age_Below_TwentyFive,
3964,0,0,0,1,1,Age_Above_FourtyFive,
3965,0,0,1,0,0,Age_Below_TwentyFive,Hispanic
3966,0,0,1,1,0,Age_Below_TwentyFive,
3967,0,0,0,0,0,Age_Above_FourtyFive,Other
3968,0,2,0,0,0,Age_Below_TwentyFive,
3969,0,1,1,0,1,Age_Below_TwentyFive,Hispanic
3970,1,3,1,0,0,Age_Below_TwentyFive,African_American
3971,0,2,0,0,0,Age_Below_TwentyFive,African_American
3972,1,11,1,0,1,Age_Below_TwentyFive,African_American
3973,0,0,1,1,0,Age_Below_TwentyFive,
3974,1,4,1,0,1,Age_Above_FourtyFive,
3975,1,15,1,0,0,Age_Below_TwentyFive,African_American
3976,1,10,1,0,0,Age_Below_TwentyFive,African_American
3977,0,0,1,0,0,Age_Above_FourtyFive,
3978,1,3,0,0,1,Age_Above_FourtyFive,
3979,1,10,1,0,1,Age_Above_FourtyFive,African_American
3980,1,0,0,0,0,Age_Below_TwentyFive,African_American
3981,0,9,1,0,0,Age_Below_TwentyFive,African_American
3982,0,0,0,0,0,Age_Above_FourtyFive,
3983,0,3,1,0,1,Age_Below_TwentyFive,African_American
3984,1,2,0,0,0,Age_Above_FourtyFive,
3985,0,0,0,0,0,Age_Below_TwentyFive,Asian
3986,1,0,0,0,1,Age_Below_TwentyFive,African_American
3987,0,5,1,1,0,Age_Below_TwentyFive,African_American
3988,0,0,0,1,1,Age_Above_FourtyFive,
3989,0,2,1,0,1,Age_Below_TwentyFive,Other
3990,1,4,0,0,0,Age_Below_TwentyFive,
3991,1,7,0,0,0,Age_Below_TwentyFive,African_American
3992,1,3,1,0,0,Age_Below_TwentyFive,African_American
3993,0,0,0,1,0,Age_Below_TwentyFive,African_American
3994,0,1,0,0,0,Age_Below_TwentyFive,
3995,0,0,0,1,0,Age_Below_TwentyFive,Other
3996,0,1,0,0,0,Age_Above_FourtyFive,African_American
3997,0,3,1,0,1,Age_Below_TwentyFive,African_American
3998,1,1,0,0,0,Age_Below_TwentyFive,African_American
3999,0,8,1,0,0,Age_Above_FourtyFive,Hispanic
4000,0,1,0,0,0,Age_Below_TwentyFive,
4001,1,0,1,1,1,Age_Below_TwentyFive,African_American
4002,0,0,0,0,1,Age_Below_TwentyFive,African_American
4003,0,1,0,0,1,Age_Above_FourtyFive,
4004,0,4,0,0,0,Age_Above_FourtyFive,African_American
4005,0,1,0,0,1,Age_Below_TwentyFive,Hispanic
4006,1,2,1,0,0,Age_Below_TwentyFive,
4007,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
4008,1,5,1,0,0,Age_Below_TwentyFive,African_American
4009,1,3,1,0,0,Age_Above_FourtyFive,African_American
4010,1,6,0,0,1,Age_Below_TwentyFive,African_American
4011,0,1,0,0,0,Age_Above_FourtyFive,
4012,0,1,1,1,0,Age_Below_TwentyFive,African_American
4013,0,2,1,1,1,Age_Below_TwentyFive,African_American
4014,0,0,1,0,0,Age_Below_TwentyFive,
4015,0,2,0,0,0,Age_Below_TwentyFive,
4016,0,1,0,0,0,Age_Below_TwentyFive,
4017,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
4018,1,7,1,0,0,Age_Below_TwentyFive,African_American
4019,0,4,0,0,1,Age_Below_TwentyFive,Hispanic
4020,1,2,1,0,0,Age_Below_TwentyFive,African_American
4021,0,0,0,0,0,Age_Above_FourtyFive,Hispanic
4022,0,1,0,1,0,Age_Below_TwentyFive,
4023,1,16,1,0,1,Age_Below_TwentyFive,African_American
4024,1,0,0,0,1,Age_Below_TwentyFive,
4025,1,1,0,1,0,Age_Below_TwentyFive,Hispanic
4026,0,0,0,1,0,Age_Above_FourtyFive,Other
4027,0,6,0,0,0,Age_Above_FourtyFive,African_American
4028,0,0,1,0,0,Age_Below_TwentyFive,
4029,1,1,1,0,0,Age_Below_TwentyFive,African_American
4030,0,1,1,0,0,Age_Below_TwentyFive,African_American
4031,0,1,1,0,0,Age_Below_TwentyFive,African_American
4032,0,0,0,0,0,Age_Above_FourtyFive,African_American
